# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jan 20 06:34:56 2022
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_jmag:        J (2MASS) Magnitude
#
pl_name,default_flag,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_ratdor,pl_ratror,st_teff,st_rad,sy_vmag,sy_jmag
Kepler-511 b,1,296.63786500,6.350,0.567,,,,,0.04844,5770.00,1.20,12.7110000,11.5340000
Kepler-511 c,1,26.62949944,4.210,0.376,,,,,,5866.00,1.42,12.7110000,11.5340000
Kepler-512 b,1,34.43587975,2.690,0.240,,,,,0.01881,5997.00,1.30,12.7280000,11.6170000
Kepler-513 b,1,28.86235584,2.200,0.196,,,,,0.01929,5849.00,1.06,13.0190000,11.8460000
Kepler-514 b,1,5.65179605,1.720,0.153,,,,,0.01076,6106.00,1.44,12.2730000,11.2020000
Kepler-515 b,1,19.96371318,1.460,0.130,,,,,0.01603,5293.00,0.83,12.9130000,11.2950000
Kepler-516 b,1,24.85462415,5.740,0.512,,,,,0.02610,7099.00,2.02,12.1210000,11.1800000
Kepler-517 b,1,60.92832271,2.670,0.238,,,,,0.02475,5690.00,0.98,12.3720000,11.0200000
Kepler-518 b,1,8.51203588,2.110,0.188,,,,,0.02200,5842.00,0.88,12.5730000,11.4720000
Kepler-519 b,1,24.30789460,2.100,0.187,,,,,0.02370,5260.00,0.80,12.7700000,11.2580000
Kepler-52 b,1,7.87735650,2.100,0.187,135.00000,0.42476,Mass,,0.03698,4075.00,0.52,15.5130000,13.1530000
Kepler-52 c,1,16.38500210,1.840,0.164,45.40000,0.14284,Mass,,0.03225,4075.00,0.52,15.5130000,13.1530000
Kepler-52 d,1,36.44517100,1.950,0.174,,,,,,4263.00,0.56,15.5130000,13.1530000
Kepler-520 b,1,19.67416124,1.660,0.148,,,,,0.01393,6112.00,1.09,12.7980000,11.8060000
Kepler-520 c,1,5.21104261,1.070,0.095,,,,,0.00933,6112.00,1.09,12.7980000,11.8060000
Kepler-521 b,1,22.20813214,3.180,0.284,,,,,0.01997,6406.00,1.46,12.9400000,11.9150000
Kepler-522 b,1,38.58422849,6.910,0.616,,,,,0.03230,6392.00,1.98,12.2200000,11.3020000
Kepler-523 b,1,5.83598311,1.960,0.175,,,,,0.02111,5515.00,0.86,12.5880000,11.2830000
Kepler-524 b,1,7.97419807,1.910,0.170,,,,,0.01580,6014.00,1.10,14.0820000,12.7290000
Kepler-524 c,1,1.88897906,0.960,0.086,,,,,0.00755,6014.00,1.10,14.0820000,12.7290000
Kepler-525 b,1,18.68404933,2.630,0.235,,,,,0.02094,5573.00,1.15,13.6130000,12.2480000
Kepler-526 b,1,5.45849832,1.990,0.178,,,,,0.01583,5894.00,1.14,13.1940000,11.9100000
Kepler-527 b,1,13.28535633,2.840,0.253,,,,,0.01808,6388.00,1.45,13.4710000,12.4240000
Kepler-528 b,1,19.78297415,2.080,0.186,,,,,0.01789,5807.00,1.06,14.0640000,12.7950000
Kepler-529 b,1,1.98035766,1.860,0.166,,,,,0.01548,6087.00,1.14,13.7790000,12.7860000
Kepler-529 c,1,12.83450220,2.000,0.178,,,,,0.01621,6087.00,1.14,13.7790000,12.7860000
Kepler-529 d,1,35.86619949,2.795,0.249,,,,,,6078.00,1.19,13.7790000,12.7860000
Kepler-53 b,1,18.64895250,2.890,0.258,111.00000,0.34925,Mass,,0.02987,5858.00,0.89,15.3670000,14.2520000
Kepler-53 c,1,38.55830380,3.170,0.283,36.00000,0.11327,Mass,,0.03277,5858.00,0.89,15.3670000,14.2520000
Kepler-53 d,1,9.75196200,2.120,0.189,,,,,,6085.00,0.96,15.3670000,14.2520000
Kepler-530 b,1,39.30941904,3.010,0.269,,,,,0.03120,5697.00,0.89,13.5020000,12.3030000
Kepler-531 b,1,29.88485741,2.780,0.248,,,,,0.03390,4893.00,0.75,13.5660000,11.7720000
Kepler-532 b,1,12.92491623,2.570,0.229,,,,,0.02976,5192.00,0.79,13.7400000,12.0140000
Kepler-533 b,1,28.51120525,3.380,0.302,,,,,0.04318,4758.00,0.72,14.1280000,12.3350000
Kepler-534 b,1,15.95994513,2.240,0.200,,,,,0.02126,5884.00,0.98,13.3870000,12.0630000
Kepler-534 c,1,7.37868977,1.227,0.109,,,,,,5936.00,0.96,13.3870000,12.0630000
Kepler-535 b,1,4.90332155,2.360,0.211,,,,,0.01696,6123.00,1.27,13.2090000,12.1410000
Kepler-536 b,1,1.82708230,3.100,0.277,,,,,0.03199,5524.00,0.89,14.0320000,12.3790000
Kepler-537 b,1,3.24755522,1.410,0.126,,,,,0.01312,5763.00,0.99,13.1730000,12.0070000
Kepler-538 b,1,81.73778000,2.215,0.198,10.60000,0.03335,Mass,87.500000,0.02329,5547.00,0.87,11.2700000,10.0260000
Kepler-539 b,1,125.63243000,8.373,0.747,308.29510,0.97000,Mass,94.607380,,5820.00,0.95,12.4440000,11.2940000
Kepler-539 c,1,1000.00000000,,,762.79200,2.40000,Mass,,,5820.00,0.95,12.4440000,11.2940000
Kepler-54 b,1,8.01094340,2.100,0.187,,,,,0.03842,3705.00,0.50,16.2820000,13.5080000
Kepler-54 c,1,12.07172490,1.230,0.110,,,,,0.02254,3705.00,0.50,16.2820000,13.5080000
Kepler-54 d,1,20.99569400,1.530,0.136,,,,,,4252.00,0.55,16.2820000,13.5080000
Kepler-540 b,1,172.70497840,2.710,0.242,,,,,0.02294,5946.00,1.08,12.2930000,11.1670000
Kepler-541 b,1,5.08005848,3.360,0.300,,,,,0.01474,6166.00,2.06,13.3830000,12.0790000
Kepler-542 b,1,13.14497566,1.570,0.140,,,,,0.01647,5526.00,0.90,13.6060000,12.2100000
Kepler-543 b,1,13.89961966,2.500,0.223,,,,,0.03351,4671.00,0.67,13.5980000,11.7310000
Kepler-544 b,1,21.41616926,2.120,0.189,,,,,0.01625,6206.00,1.22,13.6670000,12.5780000
Kepler-545 b,1,13.24934059,2.690,0.240,,,,,0.02342,5882.00,1.07,14.2050000,13.0740000
Kepler-546 b,1,4.14702026,7.000,0.624,,,,,0.05644,5967.00,1.15,14.3250000,13.0730000
Kepler-547 b,1,6.01038429,4.000,0.357,,,,,0.04990,4828.00,0.73,14.4800000,12.5880000
Kepler-548 b,1,4.45419434,11.990,1.070,,,,,0.12221,5535.00,0.90,15.2660000,13.5810000
Kepler-549 b,1,42.94956490,2.570,0.229,,,,,0.02849,5360.00,0.84,14.8050000,13.3030000
Kepler-549 c,1,117.04049800,2.930,0.261,,,,,0.03202,5360.00,0.84,14.8050000,13.3030000
Kepler-55 b,1,27.94814490,2.430,0.217,,,,,0.03832,4362.00,0.58,15.7460000,13.9700000
Kepler-55 c,1,42.15164180,2.210,0.197,,,,,0.03490,4362.00,0.58,15.7460000,13.9700000
Kepler-55 d,1,2.21109900,1.590,0.142,,,,,,4503.00,0.62,15.7460000,13.9700000
Kepler-55 e,1,4.61753400,1.550,0.138,,,,,,4503.00,0.62,15.7460000,13.9700000
Kepler-55 f,1,10.19854500,1.590,0.142,,,,,,4503.00,0.62,15.7460000,13.9700000
Kepler-550 b,1,8.60010411,4.420,0.394,,,,,0.04866,5322.00,0.83,14.6260000,13.0970000
Kepler-551 b,1,12.37646610,2.730,0.244,,,,,0.04025,4286.00,0.63,15.2780000,12.9910000
Kepler-552 b,1,5.26341577,3.950,0.352,,,,,0.03453,5863.00,1.04,14.4760000,13.1980000
Kepler-553 b,1,4.03046804,4.630,0.413,,,,,0.04951,5266.00,0.85,15.0340000,13.5780000
Kepler-553 c,1,328.23995460,11.200,0.999,,,,,0.12054,5266.00,0.85,15.0340000,13.5780000
Kepler-554 b,1,1.90220856,4.290,0.383,,,,,0.04349,5447.00,0.92,14.4900000,13.0430000
Kepler-555 b,1,16.21775407,2.830,0.252,,,,,0.02547,5894.00,1.04,14.4480000,13.0240000
Kepler-556 b,1,11.72292176,2.240,0.200,,,,,0.02083,5740.00,0.98,14.3160000,13.0390000
Kepler-557 b,1,3.70598955,2.670,0.238,,,,,0.02125,6068.00,1.16,14.7230000,13.5530000
Kepler-558 b,1,29.00790538,2.370,0.211,,,,,0.02688,5242.00,0.81,14.8990000,13.4970000
Kepler-559 b,1,17.58752333,3.610,0.322,,,,,0.03472,5630.00,0.95,14.8630000,13.4290000
Kepler-56 b,1,10.50160000,6.510,0.581,22.10000,0.07000,Mass,,,4840.00,4.23,12.5980000,10.8130000
Kepler-56 c,1,21.40239000,9.800,0.874,181.00000,0.57000,Mass,,,4840.00,4.23,12.5980000,10.8130000
Kepler-56 d,1,1002.00000000,,,1784.00000,5.61000,Msini,,,4819.44,4.22,12.5980000,10.8130000
Kepler-560 b,1,18.47764449,1.720,0.153,,,,,0.04790,3556.00,0.33,15.6600000,12.2760000
Kepler-561 b,1,58.36204950,6.960,0.621,,,,,0.06764,5646.00,0.94,14.4270000,13.0610000
Kepler-561 c,1,5.35016198,2.680,0.239,,,,,0.02559,5646.00,0.94,14.4270000,13.0610000
Kepler-562 b,1,18.00931444,5.210,0.465,,,,,0.05343,5575.00,0.90,14.9080000,13.5760000
Kepler-563 b,1,22.18432708,3.090,0.276,,,,,0.03724,5066.00,0.77,14.9010000,13.3580000
Kepler-564 b,1,3.75083228,4.630,0.413,,,,,0.04564,5626.00,0.92,14.8830000,13.5500000
Kepler-565 b,1,4.24374723,3.640,0.325,,,,,0.03514,5735.00,0.95,15.2310000,13.8990000
Kepler-566 b,1,18.42794624,2.150,0.192,,,,,0.02461,5132.00,0.79,15.2170000,13.5080000
Kepler-567 b,1,16.54297375,2.250,0.201,,,,,0.02551,5148.00,0.79,14.8270000,13.2670000
Kepler-568 b,1,11.02347475,2.260,0.202,,,,,0.03866,3768.00,0.53,15.2160000,11.8040000
Kepler-569 b,1,34.18890521,3.160,0.282,,,,,0.03055,5616.00,0.93,14.2440000,12.9230000
Kepler-57 b,1,5.72931960,2.190,0.195,115.00000,0.36183,Mass,,0.02762,5145.00,0.73,15.0170000,13.4370000
Kepler-57 c,1,11.60925670,1.550,0.138,9.10000,0.02863,Mass,,0.01958,5145.00,0.73,15.0170000,13.4370000
Kepler-570 b,1,4.30166200,2.450,0.219,,,,,0.02499,5496.00,0.90,14.4510000,13.0700000
Kepler-571 b,1,4.79859939,2.640,0.236,,,,,0.02694,5527.00,0.90,14.9510000,13.4100000
Kepler-572 b,1,17.20523483,2.580,0.230,,,,,0.03024,5212.00,0.79,14.6790000,13.1140000
Kepler-573 b,1,22.18329658,2.790,0.249,,,,,0.02542,5746.00,1.02,14.2920000,13.0320000
Kepler-574 b,1,7.65880414,2.390,0.213,,,,,0.02407,5612.00,0.91,14.6710000,13.3260000
Kepler-575 b,1,9.37891944,2.390,0.213,,,,,0.02304,5710.00,0.95,14.8640000,13.5070000
Kepler-576 b,1,29.91136794,3.270,0.292,,,,,0.03053,5672.00,0.97,14.6270000,13.0790000
Kepler-577 b,1,25.69578251,2.550,0.227,,,,,0.03206,4984.00,0.73,15.1550000,13.4380000
Kepler-578 b,1,1.61688370,2.000,0.178,,,,,0.02183,5334.00,0.83,14.5780000,13.0870000
Kepler-579 b,1,9.66857723,2.000,0.178,,,,,0.01866,5636.00,0.96,14.5520000,12.9930000
Kepler-58 b,1,10.21849540,2.780,0.248,35.50000,0.11170,Mass,,0.02471,5843.00,1.03,15.0860000,13.6430000
Kepler-58 c,1,15.57415680,2.860,0.255,53.00000,0.16676,Mass,,0.02542,5843.00,1.03,15.0860000,13.6430000
Kepler-58 d,1,40.10137100,2.940,0.262,,,,,,6099.00,1.13,15.0860000,13.6430000
Kepler-580 b,1,8.22241966,2.570,0.229,,,,,0.03730,4298.00,0.64,15.3080000,13.0900000
Kepler-581 b,1,40.60698210,2.630,0.235,,,,,0.02388,5772.00,1.00,14.7010000,13.3220000
Kepler-582 b,1,18.49235668,3.680,0.328,,,,,0.03700,5564.00,0.91,15.0970000,13.4670000
Kepler-583 b,1,6.51002530,2.280,0.203,,,,,0.02292,5523.00,0.91,14.8830000,13.5330000
Kepler-584 b,1,35.18103040,4.210,0.376,,,,,0.03113,6195.00,1.24,14.9730000,13.8450000
Kepler-585 b,1,2.75235975,2.830,0.252,,,,,0.02848,5593.00,0.93,14.1880000,12.8080000
Kepler-586 b,1,2.10472218,2.790,0.249,,,,,0.02777,5575.00,0.92,14.4350000,13.2470000
Kepler-587 b,1,10.94027841,2.230,0.199,,,,,0.02265,5549.00,0.89,15.0110000,13.6890000
Kepler-588 b,1,4.22162536,2.630,0.235,,,,,0.02403,5835.00,1.00,14.8000000,13.5800000
Kepler-589 b,1,16.54964934,2.270,0.203,,,,,0.02518,5296.00,0.83,14.7750000,13.3230000
Kepler-589 c,1,3.52466011,1.117,0.100,,,,,,5372.00,0.92,14.7750000,13.3230000
Kepler-59 b,1,11.86817070,1.100,0.098,,,,,0.01065,6074.00,0.94,14.4670000,13.2530000
Kepler-59 c,1,17.98012350,1.980,0.177,,,,,0.01923,6074.00,0.94,14.4670000,13.2530000
Kepler-590 b,1,5.85296257,4.020,0.359,,,,,0.03175,6000.00,1.15,14.5540000,13.2680000
Kepler-591 b,1,81.16942990,3.390,0.302,,,,,0.03311,5677.00,0.94,14.6280000,13.3270000
Kepler-592 b,1,2.82019241,2.390,0.213,,,,,0.02055,5913.00,1.04,14.8460000,13.6260000
Kepler-593 b,1,21.21708973,2.870,0.256,,,,,0.02364,5967.00,1.10,14.6220000,13.4310000
Kepler-594 b,1,13.64618192,2.180,0.194,,,,,0.02334,5485.00,0.87,14.9060000,13.4800000
Kepler-595 b,1,25.30290920,3.708,0.331,17.40000,0.05475,Mass,44.730000,,,0.82,15.0670000,13.3350000
Kepler-595 c,1,12.38602000,1.009,0.090,3.30000,0.01038,Mass,27.783000,,,0.82,15.0670000,13.3350000
Kepler-596 b,1,21.30022655,3.460,0.309,,,,,0.02396,6267.00,1.32,14.1280000,13.0740000
Kepler-597 b,1,13.02365861,2.370,0.211,,,,,0.02340,5683.00,0.95,14.1200000,12.9510000
Kepler-598 b,1,3.70175428,1.500,0.134,,,,,0.01564,5307.00,0.86,14.8290000,13.4100000
Kepler-598 c,1,86.49450000,3.024,0.270,,,,,,5245.00,0.90,14.8290000,13.4100000
Kepler-599 b,1,15.65562652,2.840,0.253,,,,,0.03252,5127.00,0.79,15.0670000,13.5100000
Kepler-6 b,1,3.23469960,14.617,1.304,212.31044,0.66800,Mass,7.503000,0.09424,5647.00,1.39,13.2860000,12.0010000
Kepler-60 b,1,7.13340000,1.710,0.153,4.19000,0.01318,Mass,,,5905.00,1.26,13.9500000,12.8040000
Kepler-60 c,1,8.91870000,1.900,0.170,3.85000,0.01211,Mass,,,5905.00,1.26,13.9500000,12.8040000
Kepler-60 d,1,11.89810000,1.990,0.178,4.16000,0.01309,Mass,,,5905.00,1.26,13.9500000,12.8040000
Kepler-600 b,1,23.67517607,2.900,0.259,,,,,0.03291,5279.00,0.81,14.8460000,13.3870000
Kepler-601 b,1,5.37886844,1.900,0.170,,,,,0.02231,5160.00,0.79,14.1510000,12.6470000
Kepler-602 b,1,15.28469497,2.090,0.186,,,,,0.01699,6062.00,1.13,14.7200000,13.3280000
Kepler-603 b,1,21.05358596,2.650,0.236,,,,,0.02375,5808.00,1.01,14.9690000,13.6010000
Kepler-603 c,1,127.90757740,6.500,0.580,,,,,0.05866,5808.00,1.01,14.9690000,13.6010000
Kepler-603 d,1,6.21712920,1.320,0.118,,,,,0.01229,5808.00,1.01,14.9690000,13.6010000
Kepler-604 b,1,25.85501786,2.590,0.231,,,,,0.02301,5890.00,1.03,14.7910000,13.5530000
Kepler-605 b,1,3.38353807,1.440,0.128,,,,,0.01490,5462.00,0.88,14.3760000,12.8690000
Kepler-605 c,1,2.35895152,0.860,0.077,,,,,0.00896,5462.00,0.88,14.3760000,12.8690000
Kepler-606 b,1,24.31575992,3.310,0.295,,,,,0.02473,6161.00,1.22,14.8950000,13.5830000
Kepler-607 b,1,0.63816320,0.870,0.078,,,,,0.01018,5196.00,0.80,14.6720000,12.9650000
Kepler-607 c,1,39.67679977,2.760,0.246,,,,,,5244.00,0.89,14.6720000,12.9650000
Kepler-608 b,1,6.41251504,3.640,0.325,,,,,0.03329,5820.00,1.01,14.8400000,13.5260000
Kepler-609 b,1,6.52121067,3.350,0.299,,,,,0.02651,5971.00,1.14,14.9600000,13.6510000
Kepler-61 b,1,59.87756000,2.150,0.192,,,,90.600000,0.03301,4017.00,0.62,15.2770000,13.0780000
Kepler-610 b,1,6.99692655,4.190,0.374,,,,,0.03369,5943.00,1.13,14.8160000,13.6010000
Kepler-610 c,1,151.86392000,3.300,0.294,,,,,0.02696,5943.00,1.13,14.8160000,13.6010000
Kepler-611 b,1,2.43703330,1.650,0.147,,,,,0.01498,5761.00,1.01,14.7340000,13.4380000
Kepler-612 b,1,3.72215641,2.840,0.253,,,,,0.02731,5693.00,0.96,15.1910000,13.6630000
Kepler-613 b,1,15.77979614,2.290,0.204,,,,,0.02204,5723.00,0.96,14.7950000,13.4830000
Kepler-614 b,1,14.03491514,2.390,0.213,,,,,0.02741,5268.00,0.81,14.8100000,13.1950000
Kepler-615 b,1,10.35584657,1.740,0.155,,,,,0.02308,4655.00,0.69,14.6230000,12.6460000
Kepler-616 b,1,9.99761851,2.430,0.217,,,,,0.02329,5753.00,0.97,15.0210000,13.8140000
Kepler-616 c,1,90.41135560,3.410,0.304,,,,,0.03156,5753.00,0.97,15.0210000,13.8140000
Kepler-616 d,1,51.06740189,2.653,0.237,,,,,,6004.00,0.98,15.0210000,13.8140000
Kepler-617 b,1,1.68269615,1.320,0.118,,,,,0.02476,3712.00,0.48,15.5490000,12.4370000
Kepler-618 b,1,3.59576964,2.600,0.232,,,,,0.02162,5860.00,1.08,15.0870000,13.6700000
Kepler-619 b,1,5.40427220,3.160,0.282,,,,,0.02553,5980.00,1.11,14.8400000,13.5790000
Kepler-619 c,1,1.20846503,1.690,0.151,,,,,0.01425,5980.00,1.11,14.8400000,13.5790000
Kepler-62 b,1,5.71493200,1.310,0.117,9.00000,0.03000,Mass,18.700000,0.01880,4925.00,0.64,13.9650000,12.2560000
Kepler-62 c,1,12.44170000,0.540,0.048,4.00000,0.01300,Mass,31.400000,0.00770,4925.00,0.64,13.9650000,12.2560000
Kepler-62 d,1,18.16406000,1.950,0.174,14.00000,0.04400,Mass,40.400000,0.02780,4925.00,0.64,13.9650000,12.2560000
Kepler-62 e,1,122.38740000,1.610,0.144,36.00000,0.11300,Mass,144.000000,0.02320,4925.00,0.64,13.9650000,12.2560000
Kepler-62 f,1,267.29100000,1.410,0.126,35.00000,0.11000,Mass,243.000000,0.02030,4925.00,0.64,13.9650000,12.2560000
Kepler-620 b,1,12.91375431,3.320,0.296,,,,,0.02516,6155.00,1.22,14.8440000,13.5910000
Kepler-621 b,1,2.62811375,2.300,0.205,,,,,0.03107,4521.00,0.68,15.2200000,13.1530000
Kepler-622 b,1,14.28226676,2.130,0.190,,,,,0.03202,4201.00,0.61,15.0520000,12.6890000
Kepler-623 b,1,9.07097734,3.010,0.269,,,,,0.03179,5443.00,0.86,15.0280000,13.7290000
Kepler-624 b,1,14.58649607,2.310,0.206,,,,,0.01848,6117.00,1.18,13.6370000,12.5140000
Kepler-625 b,1,7.75192492,1.990,0.178,,,,,0.01852,5789.00,0.96,13.3950000,12.2030000
Kepler-625 c,1,4.16536510,1.050,0.094,,,,,0.01012,5789.00,0.96,13.3950000,12.2030000
Kepler-626 b,1,14.48585199,2.290,0.204,,,,,0.01974,5813.00,1.05,14.0860000,12.7810000
Kepler-627 b,1,40.69944430,3.730,0.333,,,,,0.02260,6424.00,1.49,14.1810000,12.9160000
Kepler-628 b,1,15.45805670,8.400,0.749,,,,,0.05981,5721.00,1.28,13.1380000,11.9790000
Kepler-629 b,1,7.23858540,1.380,0.123,,,,,0.01495,5444.00,0.84,13.4810000,12.1070000
Kepler-63 b,1,9.43415050,6.110,0.545,120.00000,0.37800,Mass,19.120000,0.06220,5576.00,0.90,12.0200000,10.3990000
Kepler-630 b,1,161.47439370,3.180,0.284,,,,,0.02796,5829.00,1.04,14.0010000,12.6860000
Kepler-631 b,1,17.97979059,2.900,0.259,,,,,0.02014,6185.00,1.33,13.5630000,12.5190000
Kepler-632 b,1,30.99660733,2.210,0.197,,,,,0.02419,5322.00,0.84,13.4420000,11.9940000
Kepler-633 b,1,8.50340718,1.630,0.145,,,,,0.01287,5899.00,1.15,13.8120000,12.4370000
Kepler-633 c,1,23.78319931,2.296,0.205,,,,,,5877.00,1.26,13.8120000,12.4370000
Kepler-634 b,1,5.16950177,1.890,0.169,,,,,0.01354,6075.00,1.24,13.6260000,12.5110000
Kepler-635 b,1,23.44971004,2.640,0.236,,,,,0.01619,6174.00,1.51,13.3600000,12.2350000
Kepler-636 b,1,16.08066115,4.450,0.397,,,,,0.05072,5203.00,0.80,13.9060000,12.1910000
Kepler-637 b,1,23.20584623,4.750,0.424,,,,,0.01727,6096.00,2.56,13.5000000,12.4590000
Kepler-638 b,1,6.07972888,1.830,0.163,,,,,0.01828,5382.00,0.93,13.6580000,12.1810000
Kepler-639 b,1,10.21420496,2.380,0.212,,,,,0.01673,5896.00,1.29,13.3580000,12.2120000
Kepler-640 b,1,22.24813967,2.560,0.228,,,,,0.02523,5653.00,0.94,13.8850000,12.5070000
Kepler-641 b,1,9.48961571,1.850,0.165,,,,,0.01533,5713.00,1.13,13.8070000,12.5760000
Kepler-642 b,1,4.41745855,2.900,0.259,,,,,0.01581,6570.00,1.66,13.3350000,12.3630000
Kepler-643 b,1,16.33889626,10.160,0.906,,,,,0.03741,4908.00,2.52,13.9880000,12.2120000
Kepler-644 b,1,3.17391710,3.150,0.281,,,,,0.01635,6747.00,1.81,14.0310000,12.9210000
Kepler-645 b,1,3.27582262,2.100,0.187,,,,,0.01569,6170.00,1.21,13.9440000,12.9240000
Kepler-646 b,1,15.87364565,1.990,0.178,,,,,0.01995,5634.00,0.91,14.0260000,12.5250000
Kepler-647 b,1,16.22546490,1.170,0.104,,,,,0.01001,6020.00,1.07,14.0670000,12.8980000
Kepler-647 c,1,29.66630000,4.001,0.357,,,,,,5906.74,1.55,14.0670000,12.8980000
Kepler-648 b,1,17.42117490,3.220,0.287,,,,,0.02996,5741.00,0.98,14.0270000,12.8030000
Kepler-649 b,1,29.90722674,2.260,0.202,,,,,0.02230,5871.00,0.94,13.5560000,12.3770000
Kepler-65 b,1,2.15491000,1.420,0.127,,,,10.526000,,6211.00,1.41,10.9220000,10.0660000
Kepler-65 c,1,5.85994400,2.580,0.230,,,,10.309000,,6211.00,1.41,10.9220000,10.0660000
Kepler-65 d,1,8.13123000,1.520,0.136,,,,12.821000,,6211.00,1.41,10.9220000,10.0660000
Kepler-65 e,1,258.80000000,,,260.00000,0.82000,Mass,,,,1.44,10.9220000,10.0660000
Kepler-650 b,1,3.03214559,2.960,0.264,,,,,0.02031,5849.00,1.35,13.8250000,12.5250000
Kepler-651 b,1,21.38521506,2.370,0.211,,,,,0.02486,5522.00,0.87,14.2330000,12.7190000
Kepler-652 b,1,4.18200253,2.490,0.222,,,,,0.02639,5490.00,0.88,13.6180000,12.1920000
Kepler-653 b,1,14.70748976,1.950,0.174,,,,,0.01467,5665.00,1.19,13.4980000,12.1940000
Kepler-653 c,1,0.90037648,0.780,0.070,,,,,0.00583,5665.00,1.19,13.4980000,12.1940000
Kepler-654 b,1,13.72465129,2.070,0.185,,,,,0.01683,5865.00,1.11,13.7620000,12.5160000
Kepler-655 b,1,46.40633580,2.710,0.242,,,,,0.02001,6170.00,1.24,13.5680000,12.4950000
Kepler-656 b,1,1.26025909,3.120,0.278,,,,,0.03531,5281.00,0.82,15.5490000,14.0540000
Kepler-657 b,1,24.54350418,3.520,0.314,,,,,0.03185,5808.00,1.01,15.4040000,14.1350000
Kepler-658 b,1,1.28707676,1.630,0.145,,,,,0.02549,4103.00,0.60,16.4400000,13.4410000
Kepler-659 b,1,17.67179600,2.500,0.223,,,,,0.03061,4870.00,0.74,15.7580000,13.9630000
Kepler-66 b,1,17.81581500,2.800,0.250,,,,30.300000,0.02646,5962.00,0.97,15.2900000,14.0210000
Kepler-660 b,1,9.27358194,2.570,0.229,,,,,0.03311,4779.00,0.71,15.5590000,13.6720000
Kepler-661 b,1,6.02930132,3.070,0.274,,,,,0.04151,4483.00,0.67,16.0160000,14.0010000
Kepler-662 b,1,21.67697486,2.180,0.194,,,,,0.02683,4897.00,0.74,15.5980000,13.8100000
Kepler-663 b,1,4.99678284,2.600,0.232,,,,,0.02918,5264.00,0.82,15.8810000,14.4480000
Kepler-664 b,1,2.52559332,2.660,0.237,,,,,0.02369,5754.00,1.02,15.6630000,14.3660000
Kepler-665 b,1,16.01310205,2.600,0.232,,,,,0.03169,4913.00,0.74,15.6120000,13.8550000
Kepler-666 b,1,4.49876092,2.400,0.214,,,,,0.02088,5887.00,1.05,15.4220000,14.1990000
Kepler-667 b,1,41.43962808,4.730,0.422,,,,,0.05018,5327.00,0.87,15.3620000,13.9480000
Kepler-668 b,1,8.35390639,2.700,0.241,,,,,0.02974,5352.00,0.82,15.3650000,13.9960000
Kepler-669 b,1,4.12554687,4.830,0.431,,,,,0.03699,6038.00,1.20,15.7420000,14.3800000
Kepler-67 b,1,15.72590000,2.940,0.262,,,,32.400000,0.03451,5331.00,0.78,16.1720000,14.7410000
Kepler-670 b,1,2.81650485,13.180,1.176,,,,,0.12170,5709.00,0.99,15.1620000,13.7320000
Kepler-671 b,1,4.28095859,2.690,0.240,,,,,0.02573,5624.00,0.95,15.4910000,14.1210000
Kepler-672 b,1,38.37746230,2.500,0.223,,,,,0.02546,5627.00,0.92,15.5130000,13.9620000
Kepler-673 b,1,3.72873109,6.540,0.583,,,,,0.07077,5355.00,0.84,15.5920000,14.1790000
Kepler-674 b,1,2.24338185,1.690,0.151,,,,,0.02677,4192.00,0.57,15.5690000,13.2130000
Kepler-675 b,1,2.33743801,2.440,0.218,,,,,0.02993,4945.00,0.75,15.6050000,13.8100000
Kepler-676 b,1,11.59822172,3.040,0.271,,,,,0.05732,3701.00,0.49,17.1500000,13.4740000
Kepler-677 b,1,6.57531678,5.380,0.480,,,,,0.04978,5723.00,0.99,15.5040000,14.0710000
Kepler-678 b,1,7.27503724,5.140,0.459,,,,,0.05184,5520.00,0.91,15.1610000,13.7320000
Kepler-679 b,1,12.39358604,3.010,0.269,,,,,0.03271,5403.00,0.84,15.7710000,14.1960000
Kepler-68 b,1,5.39880000,,,7.65000,0.02407,Mass,,,5875.23,1.26,10.0770000,8.9750000
Kepler-68 c,1,9.60510000,,,2.04000,0.00642,Mass,,,5875.23,1.26,10.0770000,8.9750000
Kepler-68 d,1,634.60000000,,,244.72910,0.77000,Msini,,,5875.23,1.26,10.0770000,8.9750000
Kepler-680 b,1,3.68992629,2.420,0.216,,,,,0.01962,5890.00,1.11,15.3210000,14.0120000
